,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Device number: 1500673,,,,,,,,,,,,,,,,,,,,,,,
Name,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23
Le [W/(sr*sqm)] (380-780nm),1.069E-04,9.607E-05,9.019E-05,1.182E-02,5.590E-02,8.242E-02,1.107E-01,1.372E-01,1.641E-01,1.926E-01,2.203E-01,2.457E-01,2.754E-01,2.985E-01,3.322E-01,3.572E-01,3.844E-01,4.125E-01,4.407E-01,4.647E-01,4.954E-01,5.202E-01,5.357E-01
CCT [K] (CIE1964 10°),5262,5329,5191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DWl [nm] (CIE1964 10°),557.9,555.0,560.4,532.6,530.2,530.7,530.9,531.1,531.1,531.2,531.2,531.3,531.3,531.3,531.4,531.4,531.4,531.4,531.4,531.4,531.5,531.5,531.6
,,,,,,,,,,,,,,,,,,,,,,,
Chrom. Coord. (CIE1964 10°),,,,,,,,,,,,,,,,,,,,,,,
x,0.3386,0.3369,0.3404,0.2355,0.2197,0.2224,0.2237,0.2247,0.2251,0.2255,0.2256,0.2259,0.2261,0.2262,0.2264,0.2265,0.2267,0.2268,0.2270,0.2268,0.2271,0.2272,0.2279
y,0.3540,0.3544,0.3545,0.7182,0.7277,0.7278,0.7275,0.7271,0.7270,0.7266,0.7268,0.7268,0.7264,0.7270,0.7268,0.7264,0.7263,0.7260,0.7263,0.7263,0.7263,0.7257,0.7256
u',0.2061,0.2048,0.2072,0.0845,0.0778,0.0788,0.0793,0.0797,0.0799,0.0800,0.0801,0.0802,0.0803,0.0803,0.0804,0.0804,0.0805,0.0806,0.0806,0.0806,0.0806,0.0808,0.0810
v',0.4849,0.4848,0.4854,0.5799,0.5799,0.5802,0.5803,0.5804,0.5804,0.5803,0.5804,0.5804,0.5804,0.5805,0.5805,0.5804,0.5804,0.5804,0.5804,0.5804,0.5805,0.5804,0.5804
,,,,,,,,,,,,,,,,,,,,,,,
XYZ (CIE1964 10°),,,,,,,,,,,,,,,,,,,,,,,
X,0.037,0.035,0.034,2.19,9.31,14.0,19.0,23.6,28.4,33.4,38.2,42.7,47.9,52.0,57.9,62.4,67.2,72.1,77.2,81.3,86.8,91.2,94.4
Y,0.039,0.037,0.035,6.67,30.8,45.8,61.6,76.5,91.6,107.5,123.2,137.4,154.0,167.1,186.0,200.0,215.3,230.8,246.9,260.4,277.7,291.4,300.4
Z,0.034,0.032,0.030,0.429,2.23,3.13,4.13,5.07,6.05,7.09,8.07,8.92,10.1,10.8,12.0,13.0,13.9,15.0,15.9,16.8,17.8,18.9,19.2
,,,,,,,,,,,,,,,,,,,,,,,
RGB Values (CIE1964 10°),,,,,,,,,,,,,,,,,,,,,,,
RGB Space,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual
R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,0.0,0.0,0.0,8.4,39.3,58.3,78.5,97.3,116.5,136.8,156.6,174.6,195.7,212.4,236.4,254.1,273.6,293.3,313.7,330.8,352.7,370.1,381.4
B,0.0,0.0,0.0,0.3,1.8,2.6,3.4,4.1,4.9,5.7,6.5,7.2,8.1,8.7,9.7,10.5,11.2,12.1,12.8,13.6,14.4,15.3,15.5
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Wavelength [nm],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)]
380,1.23239E-07,0.00000E+00,0.00000E+00,0.00000E+00,2.39089E-06,0.00000E+00,5.48017E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.53400E-05,0.00000E+00
381,1.47620E-07,0.00000E+00,0.00000E+00,0.00000E+00,4.55880E-06,0.00000E+00,9.14452E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.55972E-06,0.00000E+00
382,8.09909E-08,0.00000E+00,0.00000E+00,0.00000E+00,6.42989E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,8.78855E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
383,3.24507E-09,0.00000E+00,0.00000E+00,0.00000E+00,7.70153E-06,0.00000E+00,0.00000E+00,5.79424E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,7.54667E-08,8.12892E-08,1.79146E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
384,4.63845E-08,0.00000E+00,0.00000E+00,0.00000E+00,2.92329E-06,0.00000E+00,0.00000E+00,8.28220E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.07871E-06,1.16194E-06,6.79988E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
385,1.20358E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.22633E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.59722E-06,1.28894E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
386,2.16390E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.08571E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.41408E-06,2.24042E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
387,1.99604E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,6.88250E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,6.32320E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,7.99132E-07
388,1.57892E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.52405E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.06544E-06
389,5.22415E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.16600E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,7.58866E-06
390,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.20049E-07,1.38018E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.34033E-06,0.00000E+00,0.00000E+00,7.59588E-06
391,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.92802E-07,4.51598E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,7.65761E-06,0.00000E+00,0.00000E+00,1.38210E-06
392,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.35758E-07,2.71047E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.16512E-05,0.00000E+00,0.00000E+00,0.00000E+00
393,0.00000E+00,0.00000E+00,0.00000E+00,9.49022E-09,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.55470E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,5.09898E-08,0.00000E+00,5.94327E-08,0.00000E+00,0.00000E+00,1.36963E-05,0.00000E+00,0.00000E+00,0.00000E+00
394,0.00000E+00,0.00000E+00,0.00000E+00,8.11388E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.18420E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,4.35949E-07,0.00000E+00,5.08134E-07,0.00000E+00,0.00000E+00,6.07193E-06,0.00000E+00,0.00000E+00,0.00000E+00
395,0.00000E+00,0.00000E+00,0.00000E+00,8.62543E-08,8.71657E-07,0.00000E+00,0.00000E+00,0.00000E+00,2.12034E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,4.23203E-07,0.00000E+00,6.80848E-07,0.00000E+00,0.00000E+00,1.80216E-06,0.00000E+00,0.00000E+00,0.00000E+00
396,0.00000E+00,0.00000E+00,0.00000E+00,3.38002E-08,2.53215E-06,0.00000E+00,0.00000E+00,0.00000E+00,3.24331E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,6.47338E-08,0.00000E+00,6.20341E-07,0.00000E+00,0.00000E+00,2.75662E-07,0.00000E+00,0.00000E+00,0.00000E+00
397,0.00000E+00,0.00000E+00,0.00000E+00,1.21198E-08,2.06555E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.03603E-07,2.74113E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
398,1.88990E-09,0.00000E+00,1.88990E-09,0.00000E+00,1.19406E-06,0.00000E+00,2.75015E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,4.06169E-08,4.39513E-08,0.00000E+00,4.99953E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
399,1.52305E-08,0.00000E+00,1.52305E-08,0.00000E+00,4.03005E-07,0.00000E+00,2.21631E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.27326E-07,3.54197E-07,0.00000E+00,1.68738E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
400,1.53300E-08,0.00000E+00,1.53300E-08,2.51251E-08,4.79853E-07,0.00000E+00,2.23079E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.29465E-07,3.56512E-07,0.00000E+00,1.70086E-06,0.00000E+00,0.00000E+00,0.00000E+00,4.05106E-06,0.00000E+00
401,2.20965E-09,0.00000E+00,2.20965E-09,7.44566E-08,1.42201E-06,0.00000E+00,3.21545E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,4.74888E-08,5.13873E-08,0.00000E+00,5.04039E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.20051E-05,0.00000E+00
402,0.00000E+00,0.00000E+00,0.00000E+00,3.88601E-08,8.81978E-07,5.17055E-08,0.00000E+00,0.00000E+00,2.06911E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.06489E-07,0.00000E+00,0.00000E+00,2.63066E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.01792E-05,0.00000E+00
403,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,4.04013E-07,8.65119E-08,0.00000E+00,0.00000E+00,3.46197E-07,0.00000E+00,0.00000E+00,2.93221E-08,0.00000E+00,0.00000E+00,3.45490E-07,0.00000E+00,0.00000E+00,0.00000E+00,5.17951E-08,0.00000E+00,0.00000E+00,6.54812E-06,0.00000E+00
404,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.16308E-06,2.61224E-08,0.00000E+00,0.00000E+00,1.04535E-07,0.00000E+00,0.00000E+00,1.88327E-07,0.00000E+00,0.00000E+00,1.04321E-07,0.00000E+00,0.00000E+00,0.00000E+00,3.32664E-07,0.00000E+00,0.00000E+00,1.97721E-06,0.00000E+00
405,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.00981E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.74081E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.07500E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
406,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.23570E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.13023E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.76288E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
407,0.00000E+00,0.00000E+00,0.00000E+00,1.48761E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.07053E-07,1.21279E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,5.23437E-06
408,0.00000E+00,0.00000E+00,0.00000E+00,2.48647E-08,1.59614E-07,9.08162E-09,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.03222E-07,2.02712E-07,0.00000E+00,0.00000E+00,0.00000E+00,3.92453E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,9.16522E-07,9.46156E-06
409,0.00000E+00,0.00000E+00,0.00000E+00,7.58565E-09,9.39159E-07,5.34358E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.97499E-07,6.18429E-08,0.00000E+00,0.00000E+00,0.00000E+00,2.30917E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,5.39277E-06,6.86171E-06
410,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.12621E-06,4.79081E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.28127E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.07966E-07,0.00000E+00,3.52582E-07,0.00000E+00,0.00000E+00,0.00000E+00,6.30819E-06,4.52247E-06
411,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,8.57851E-07,4.65618E-09,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.24527E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.95727E-07,0.00000E+00,9.62718E-07,0.00000E+00,0.00000E+00,0.00000E+00,4.49267E-06,2.45031E-06
412,0.00000E+00,0.00000E+00,0.00000E+00,6.50625E-09,1.14944E-06,0.00000E+00,0.00000E+00,0.00000E+00,7.00576E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.82140E-07,0.00000E+00,2.39497E-06,0.00000E+00,0.00000E+00,0.00000E+00,3.23474E-06,9.89759E-07
413,0.00000E+00,0.00000E+00,0.00000E+00,1.00175E-08,1.38152E-06,0.00000E+00,1.19295E-08,0.00000E+00,1.07866E-07,2.05256E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.32965E-07,4.10718E-08,3.16141E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.15153E-06,5.76912E-08
414,0.00000E+00,0.00000E+00,0.00000E+00,2.90378E-09,1.27490E-06,0.00000E+00,6.17561E-08,0.00000E+00,3.12671E-08,1.06256E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,6.75297E-08,2.12619E-07,1.78426E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.16762E-06,2.98654E-07
415,0.00000E+00,0.00000E+00,0.00000E+00,1.96345E-08,7.97254E-07,2.11328E-08,5.31522E-08,0.00000E+00,0.00000E+00,9.14527E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.82997E-07,1.53559E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.02913E-06,3.95220E-07
416,0.00000E+00,0.00000E+00,0.00000E+00,5.31639E-08,5.57125E-08,5.72208E-08,3.71430E-09,0.00000E+00,0.00000E+00,6.39075E-09,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.27879E-08,2.07071E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.47835E-06,3.92093E-07
417,0.00000E+00,0.00000E+00,0.00000E+00,2.44066E-08,8.99863E-08,2.62690E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.43816E-07,0.00000E+00,3.43705E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.13217E-06,1.71756E-07
418,0.00000E+00,0.00000E+00,0.00000E+00,1.79656E-09,1.99016E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.25759E-08,0.00000E+00,0.00000E+00,2.13616E-07,0.00000E+00,4.02279E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.67043E-06,0.00000E+00
419,0.00000E+00,0.00000E+00,0.00000E+00,8.35710E-09,3.40667E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.51534E-07,0.00000E+00,0.00000E+00,5.85747E-08,0.00000E+00,2.38081E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.86788E-06,0.00000E+00
420,0.00000E+00,0.00000E+00,0.00000E+00,1.07113E-08,4.18749E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,5.75505E-08,0.00000E+00,9.91768E-07,0.00000E+00,0.00000E+00,0.00000E+00,7.01159E-07,1.63198E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.63724E-06,0.00000E+00
421,0.00000E+00,0.00000E+00,0.00000E+00,1.05239E-08,4.57745E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.48173E-07,0.00000E+00,2.24424E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.80525E-06,1.43105E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.15891E-06,0.00000E+00
422,0.00000E+00,0.00000E+00,0.00000E+00,4.33135E-09,1.13743E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,6.23395E-08,0.00000E+00,1.16231E-06,0.00000E+00,0.00000E+00,0.00000E+00,3.18941E-06,5.86427E-07,0.00000E+00,0.00000E+00,0.00000E+00,1.49952E-06,0.00000E+00
423,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.38681E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.43137E-08,5.31108E-07,0.00000E+00,3.38707E-07,0.00000E+00,8.34807E-08,0.00000E+00,4.76511E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.03888E-06,6.83384E-08
424,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,6.60555E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.02452E-07,2.23796E-06,0.00000E+00,2.25609E-07,0.00000E+00,3.51767E-07,0.00000E+00,6.79859E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,5.21714E-06,2.87961E-07
425,8.25963E-09,0.00000E+00,0.00000E+00,4.12981E-09,3.09234E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,7.79419E-08,1.76200E-06,0.00000E+00,1.12892E-07,8.08816E-08,2.67612E-07,0.00000E+00,4.52289E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,5.20591E-06,2.19071E-07
426,2.07525E-08,0.00000E+00,0.00000E+00,1.04188E-08,1.50988E-07,0.00000E+00,0.00000E+00,0.00000E+00,4.58075E-10,0.00000E+00,1.49954E-07,0.00000E+00,0.00000E+00,2.03217E-07,9.14280E-10,0.00000E+00,1.06567E-09,1.15195E-09,1.22527E-09,0.00000E+00,0.00000E+00,3.53948E-06,0.00000E+00
427,8.21882E-09,0.00000E+00,0.00000E+00,1.05234E-08,5.97971E-08,0.00000E+00,0.00000E+00,0.00000E+00,6.90638E-08,0.00000E+00,1.51459E-07,0.00000E+00,0.00000E+00,8.04820E-08,1.37846E-07,0.00000E+00,1.60670E-07,1.73679E-07,1.84734E-07,0.00000E+00,0.00000E+00,4.00752E-06,0.00000E+00
428,5.00375E-08,0.00000E+00,0.00000E+00,8.30680E-09,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,8.94455E-08,1.13892E-07,1.19557E-07,0.00000E+00,0.00000E+00,0.00000E+00,1.78526E-07,5.28938E-08,2.08086E-07,2.24934E-07,2.39251E-07,0.00000E+00,4.40639E-07,4.61889E-06,1.60059E-07
429,1.90552E-07,0.00000E+00,0.00000E+00,1.89518E-09,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.04068E-08,4.33723E-07,2.72766E-08,0.00000E+00,0.00000E+00,0.00000E+00,4.07302E-08,2.01429E-07,4.74744E-08,5.13181E-08,5.45846E-08,0.00000E+00,1.67803E-06,5.47607E-06,6.09531E-07
430,1.46945E-07,0.00000E+00,4.50301E-09,0.00000E+00,3.60385E-07,2.42332E-08,0.00000E+00,0.00000E+00,0.00000E+00,1.60028E-06,0.00000E+00,7.34227E-08,8.16503E-08,0.00000E+00,0.00000E+00,1.41053E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.77446E-06,3.59982E-06,4.26832E-07
431,3.41020E-08,6.38314E-09,1.22632E-08,6.71909E-10,8.31127E-07,5.51474E-08,0.00000E+00,5.99865E-09,0.00000E+00,2.95479E-06,9.67054E-09,1.67088E-07,1.85811E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,6.14926E-08,3.79160E-06,9.12360E-07,0.00000E+00
432,7.83059E-08,1.27103E-07,4.39410E-08,1.33793E-08,5.23393E-07,2.04667E-08,0.00000E+00,1.19447E-07,0.00000E+00,1.17879E-06,1.92563E-07,6.20108E-08,6.89596E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.22446E-06,4.37486E-06,4.57263E-06,0.00000E+00
433,1.29808E-07,2.18685E-07,5.24759E-08,1.27596E-07,3.69535E-07,1.36738E-08,0.00000E+00,1.41041E-07,0.00000E+00,3.21546E-07,1.25133E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,5.90899E-08,0.00000E+00,1.03203E-06,0.00000E+00,2.22095E-06,3.57076E-06,5.95689E-06,0.00000E+00
