Optical Power Monitor 5.1.4771.793

Power Meter,PM100D
Power Meter SN,P0044180
Sensor,S120C
Sensor SN,240219523
Sensor Type,Photodiode
Wavelength,470 nm
Range,Auto,range changed during the measurement.

Start of Measurement,4/22/2024 16:46:16
Elapsed Time,00:00:09:998
Samples,2654

Power
Min.(W),Max.(W),Percentage(%),Count

4.8701E-09,5.761E-08,22.8,606
5.761E-08,1.1035E-07,8.1,216
1.1035E-07,1.6309E-07,4.8,128
1.6309E-07,2.1583E-07,3.3,87
2.1583E-07,2.6857E-07,3.3,88
2.6857E-07,3.2131E-07,2.4,64
3.2131E-07,3.7405E-07,2.6,70
3.7405E-07,4.2679E-07,5.1,135
4.2679E-07,4.7953E-07,12.7,337
4.7953E-07,5.3227E-07,34.8,923

--Statistics--
Minimum [W],4.8701E-09
Maximum [W],5.3227E-07
Mean [W],3.061E-07
Standard Deviation [W],2.0631E-07
Ratio,109.293 : 1

