Optical Power Monitor 5.1.4771.793

Power Meter,PM100D
Power Meter SN,P0044180
Sensor,S120C
Sensor SN,240219523
Sensor Type,Photodiode
Wavelength,470 nm
Range,Auto,range changed during the measurement.

Start of Measurement,4/23/2024 09:45:27
Elapsed Time,00:00:09:999
Samples,2693

Power
Min.(W),Max.(W),Percentage(%),Count

-8.5171E-09,3.7304E-08,50.5,1361
3.7304E-08,8.3124E-08,10.0,268
8.3124E-08,1.2895E-07,5.5,149
1.2895E-07,1.7477E-07,3.6,97
1.7477E-07,2.2059E-07,3.8,102
2.2059E-07,2.6641E-07,4.0,107
2.6641E-07,3.1223E-07,4.4,119
3.1223E-07,3.5805E-07,4.5,120
3.5805E-07,4.0387E-07,5.8,155
4.0387E-07,4.4969E-07,8.0,215

--Statistics--
Minimum [W],-8.5171E-09
Maximum [W],4.4969E-07
Mean [W],1.2209E-07
Standard Deviation [W],1.5047E-07
Ratio,---

