Optical Power Monitor 5.1.4771.793

Power Meter,PM100D
Power Meter SN,P0044180
Sensor,S120C
Sensor SN,240219523
Sensor Type,Photodiode
Wavelength,420 nm
Range,Auto,range changed during the measurement.

Start of Measurement,4/23/2024 09:08:19
Elapsed Time,00:00:09:998
Samples,2665

Power
Min.(W),Max.(W),Percentage(%),Count

8.653E-08,1.2786E-07,3.6,96
1.2786E-07,1.6919E-07,4.0,107
1.6919E-07,2.1052E-07,3.4,91
2.1052E-07,2.5185E-07,2.4,64
2.5185E-07,2.9318E-07,2.4,65
2.9318E-07,3.345E-07,2.0,54
3.345E-07,3.7583E-07,5.0,132
3.7583E-07,4.1716E-07,7.6,202
4.1716E-07,4.5849E-07,11.7,311
4.5849E-07,4.9982E-07,57.9,1543

--Statistics--
Minimum [W],8.653E-08
Maximum [W],4.9982E-07
Mean [W],4.1369E-07
Standard Deviation [W],1.1171E-07
Ratio,5.776 : 1

