Optical Power Monitor 5.1.4771.793

Power Meter,PM100D
Power Meter SN,P0044180
Sensor,S120C
Sensor SN,240219523
Sensor Type,Photodiode
Wavelength,420 nm
Range,Auto,range changed during the measurement.

Start of Measurement,4/23/2024 09:00:58
Elapsed Time,00:00:09:997
Samples,2830

Power
Min.(W),Max.(W),Percentage(%),Count

-1.6924E-08,-1.4146E-08,0.2,7
-1.4146E-08,-1.1368E-08,0.6,18
-1.1368E-08,-8.5894E-09,0.7,20
-8.5894E-09,-5.8112E-09,1.8,52
-5.8112E-09,-3.033E-09,24.5,693
-3.033E-09,-2.548E-10,56.2,1591
-2.548E-10,2.5234E-09,13.3,376
2.5234E-09,5.3016E-09,1.2,35
5.3016E-09,8.0798E-09,1.0,28
8.0798E-09,1.0858E-08,0.4,10

--Statistics--
Minimum [W],-1.6924E-08
Maximum [W],1.0858E-08
Mean [W],-2.0298E-09
Standard Deviation [W],2.4159E-09
Ratio,---

