Optical Power Monitor 5.1.4771.793

Power Meter,PM100D
Power Meter SN,P0044180
Sensor,S120C
Sensor SN,240219523
Sensor Type,Photodiode
Wavelength,470 nm
Range,Auto,range changed during the measurement.

Start of Measurement,4/22/2024 16:43:24
Elapsed Time,00:00:09:997
Samples,2684

Power
Min.(W),Max.(W),Percentage(%),Count

-1.1034E-08,3.7372E-08,54.4,1459
3.7372E-08,8.5779E-08,10.3,276
8.5779E-08,1.3419E-07,5.7,152
1.3419E-07,1.8259E-07,3.6,97
1.8259E-07,2.31E-07,3.1,83
2.31E-07,2.794E-07,2.1,57
2.794E-07,3.2781E-07,2.0,54
3.2781E-07,3.7622E-07,2.6,69
3.7622E-07,4.2462E-07,5.2,139
4.2462E-07,4.7303E-07,11.1,298

--Statistics--
Minimum [W],-1.1034E-08
Maximum [W],4.7303E-07
Mean [W],1.2008E-07
Standard Deviation [W],1.6212E-07
Ratio,---

