Optical Power Monitor 5.1.4771.793

Power Meter,PM100D
Power Meter SN,P0044180
Sensor,S120C
Sensor SN,240219523
Sensor Type,Photodiode
Wavelength,420 nm
Range,Auto,range changed during the measurement.

Start of Measurement,4/23/2024 12:05:25
Elapsed Time,00:00:09:999
Samples,2679

Power
Min.(W),Max.(W),Percentage(%),Count

-8.7236E-09,3.771E-08,30.6,821
3.771E-08,8.4143E-08,10.0,267
8.4143E-08,1.3058E-07,5.3,141
1.3058E-07,1.7701E-07,3.7,100
1.7701E-07,2.2344E-07,2.8,75
2.2344E-07,2.6988E-07,3.4,90
2.6988E-07,3.1631E-07,4.1,110
3.1631E-07,3.6274E-07,8.0,214
3.6274E-07,4.0918E-07,9.4,253
4.0918E-07,4.5561E-07,22.7,607

--Statistics--
Minimum [W],-8.7236E-09
Maximum [W],4.5561E-07
Mean [W],2.0877E-07
Standard Deviation [W],1.7646E-07
Ratio,---

