Optical Power Monitor 5.1.4771.793

Power Meter,PM100D
Power Meter SN,P0044180
Sensor,S120C
Sensor SN,240219523
Sensor Type,Photodiode
Wavelength,470 nm
Range,Auto,range changed during the measurement.

Start of Measurement,4/22/2024 16:48:54
Elapsed Time,00:00:09:998
Samples,2678

Power
Min.(W),Max.(W),Percentage(%),Count

1.1119E-07,1.5391E-07,4.7,126
1.5391E-07,1.9663E-07,2.7,71
1.9663E-07,2.3934E-07,2.4,64
2.3934E-07,2.8206E-07,2.1,55
2.8206E-07,3.2478E-07,2.5,67
3.2478E-07,3.675E-07,1.8,48
3.675E-07,4.1022E-07,1.4,37
4.1022E-07,4.5293E-07,1.8,49
4.5293E-07,4.9565E-07,14.9,398
4.9565E-07,5.3837E-07,65.8,1763

--Statistics--
Minimum [W],1.1119E-07
Maximum [W],5.3837E-07
Mean [W],4.6386E-07
Standard Deviation [W],1.1449E-07
Ratio,4.842 : 1

