Optical Power Monitor 5.1.4771.793

Power Meter,PM100D
Power Meter SN,P0044180
Sensor,S120C
Sensor SN,240219523
Sensor Type,Photodiode
Wavelength,630 nm
Range,Auto,range changed during the measurement.

Start of Measurement,4/23/2024 10:50:41
Elapsed Time,00:00:09:998
Samples,2712

Power
Min.(W),Max.(W),Percentage(%),Count

2.5872E-07,2.9004E-07,2.2,61
2.9004E-07,3.2137E-07,1.1,30
3.2137E-07,3.5269E-07,1.1,30
3.5269E-07,3.8402E-07,1.5,40
3.8402E-07,4.1534E-07,1.3,34
4.1534E-07,4.4666E-07,1.0,28
4.4666E-07,4.7799E-07,1.5,40
4.7799E-07,5.0931E-07,5.5,148
5.0931E-07,5.4064E-07,79.4,2152
5.4064E-07,5.7196E-07,5.5,149

--Statistics--
Minimum [W],2.5872E-07
Maximum [W],5.7196E-07
Mean [W],5.0013E-07
Standard Deviation [W],5.1649E-08
Ratio,2.211 : 1

