Optical Power Monitor 5.1.4771.793

Power Meter,PM100D
Power Meter SN,P0044180
Sensor,S120C
Sensor SN,240219523
Sensor Type,Photodiode
Wavelength,590 nm
Range,Auto,range changed during the measurement.

Start of Measurement,4/23/2024 10:33:05
Elapsed Time,00:00:09:999
Samples,2629

Power
Min.(W),Max.(W),Percentage(%),Count

-9.6367E-09,4.232E-08,36.5,960
4.232E-08,9.4277E-08,8.3,218
9.4277E-08,1.4623E-07,5.9,155
1.4623E-07,1.9819E-07,4.4,116
1.9819E-07,2.5015E-07,3.9,103
2.5015E-07,3.021E-07,4.0,105
3.021E-07,3.5406E-07,6.1,161
3.5406E-07,4.0602E-07,5.6,148
4.0602E-07,4.5797E-07,8.1,213
4.5797E-07,5.0993E-07,17.1,450

--Statistics--
Minimum [W],-9.6367E-09
Maximum [W],5.0993E-07
Mean [W],2.0343E-07
Standard Deviation [W],1.922E-07
Ratio,---

