Optical Power Monitor 5.1.4771.793

Power Meter,PM100D
Power Meter SN,P0044180
Sensor,S120C
Sensor SN,240219523
Sensor Type,Photodiode
Wavelength,590 nm
Range,Auto,range changed during the measurement.

Start of Measurement,4/23/2024 10:38:24
Elapsed Time,00:00:09:997
Samples,2699

Power
Min.(W),Max.(W),Percentage(%),Count

2.4283E-07,2.6969E-07,2.2,59
2.6969E-07,2.9654E-07,1.1,31
2.9654E-07,3.234E-07,1.3,34
3.234E-07,3.5025E-07,1.1,30
3.5025E-07,3.7711E-07,1.3,35
3.7711E-07,4.0396E-07,1.6,44
4.0396E-07,4.3082E-07,5.3,142
4.3082E-07,4.5767E-07,7.7,207
4.5767E-07,4.8453E-07,11.2,303
4.8453E-07,5.1138E-07,67.2,1814

--Statistics--
Minimum [W],2.4283E-07
Maximum [W],5.1138E-07
Mean [W],4.7306E-07
Standard Deviation [W],5.4589E-08
Ratio,2.106 : 1

