Optical Power Monitor 5.1.4771.793

Power Meter,PM100D
Power Meter SN,P0044180
Sensor,S120C
Sensor SN,240219523
Sensor Type,Photodiode
Wavelength,630 nm
Range,Auto,range changed during the measurement.

Start of Measurement,4/22/2024 16:15:30
Elapsed Time,00:00:09:999
Samples,2671

Power
Min.(W),Max.(W),Percentage(%),Count

2.8836E-08,8.0741E-08,11.7,312
8.0741E-08,1.3265E-07,5.7,153
1.3265E-07,1.8455E-07,4.0,107
1.8455E-07,2.3646E-07,3.1,82
2.3646E-07,2.8836E-07,2.3,62
2.8836E-07,3.4027E-07,2.5,66
3.4027E-07,3.9217E-07,1.5,41
3.9217E-07,4.4408E-07,1.8,49
4.4408E-07,4.9598E-07,2.1,56
4.9598E-07,5.4789E-07,65.3,1743

--Statistics--
Minimum [W],2.8836E-08
Maximum [W],5.4789E-07
Mean [W],4.0106E-07
Standard Deviation [W],1.8124E-07
Ratio,19.000 : 1

