Optical Power Monitor 5.1.4771.793

Power Meter,PM100D
Power Meter SN,P0044180
Sensor,S120C
Sensor SN,240219523
Sensor Type,Photodiode
Wavelength,590 nm
Range,Auto,range changed during the measurement.

Start of Measurement,4/23/2024 10:30:56
Elapsed Time,00:00:09:998
Samples,2738

Power
Min.(W),Max.(W),Percentage(%),Count

-1.0376E-08,2.3043E-08,64.1,1755
2.3043E-08,5.6461E-08,10.5,287
5.6461E-08,8.988E-08,5.2,142
8.988E-08,1.233E-07,4.1,113
1.233E-07,1.5672E-07,2.8,78
1.5672E-07,1.9014E-07,2.5,69
1.9014E-07,2.2355E-07,2.1,58
2.2355E-07,2.5697E-07,2.3,63
2.5697E-07,2.9039E-07,3.1,84
2.9039E-07,3.2381E-07,3.3,89

--Statistics--
Minimum [W],-1.0376E-08
Maximum [W],3.2381E-07
Mean [W],5.0237E-08
Standard Deviation [W],8.5564E-08
Ratio,---

