Optical Power Monitor 5.1.4771.793

Power Meter,PM100D
Power Meter SN,P0044180
Sensor,S120C
Sensor SN,240219523
Sensor Type,Photodiode
Wavelength,420 nm
Range,Auto,range changed during the measurement.

Start of Measurement,4/23/2024 12:06:21
Elapsed Time,00:00:09:999
Samples,2685

Power
Min.(W),Max.(W),Percentage(%),Count

4.6136E-09,5.0559E-08,19.2,515
5.0559E-08,9.6505E-08,7.6,204
9.6505E-08,1.4245E-07,4.8,130
1.4245E-07,1.884E-07,3.4,90
1.884E-07,2.3434E-07,2.8,74
2.3434E-07,2.8029E-07,3.3,89
2.8029E-07,3.2623E-07,5.6,150
3.2623E-07,3.7218E-07,7.5,202
3.7218E-07,4.1812E-07,11.0,295
4.1812E-07,4.6407E-07,34.9,936

--Statistics--
Minimum [W],4.6136E-09
Maximum [W],4.6407E-07
Mean [W],2.7727E-07
Standard Deviation [W],1.7056E-07
Ratio,100.587 : 1

