Optical Power Monitor 5.1.4771.793

Power Meter,PM100D
Power Meter SN,P0044180
Sensor,S120C
Sensor SN,240219523
Sensor Type,Photodiode
Wavelength,520 nm
Range,Auto,range changed during the measurement.

Start of Measurement,4/23/2024 11:58:37
Elapsed Time,00:00:09:999
Samples,2699

Power
Min.(W),Max.(W),Percentage(%),Count

2.2396E-07,2.4906E-07,1.9,51
2.4906E-07,2.7415E-07,1.3,35
2.7415E-07,2.9925E-07,1.7,47
2.9925E-07,3.2434E-07,2.0,53
3.2434E-07,3.4944E-07,2.0,54
3.4944E-07,3.7454E-07,4.8,129
3.7454E-07,3.9963E-07,5.7,154
3.9963E-07,4.2473E-07,6.4,174
4.2473E-07,4.4982E-07,12.4,335
4.4982E-07,4.7492E-07,61.8,1667

--Statistics--
Minimum [W],2.2396E-07
Maximum [W],4.7492E-07
Mean [W],4.3188E-07
Standard Deviation [W],5.3903E-08
Ratio,2.121 : 1

