Optical Power Monitor 5.1.4771.793

Power Meter,PM100D
Power Meter SN,P0044180
Sensor,S120C
Sensor SN,240219523
Sensor Type,Photodiode
Wavelength,470 nm
Range,Auto,range changed during the measurement.

Start of Measurement,4/23/2024 09:50:11
Elapsed Time,00:00:09:998
Samples,2686

Power
Min.(W),Max.(W),Percentage(%),Count

9.9988E-08,1.4203E-07,4.4,117
1.4203E-07,1.8408E-07,3.6,98
1.8408E-07,2.2612E-07,2.8,74
2.2612E-07,2.6816E-07,2.8,74
2.6816E-07,3.1021E-07,2.6,69
3.1021E-07,3.5225E-07,4.7,125
3.5225E-07,3.943E-07,6.0,162
3.943E-07,4.3634E-07,6.0,162
4.3634E-07,4.7839E-07,10.9,293
4.7839E-07,5.2043E-07,56.3,1512

--Statistics--
Minimum [W],9.9988E-08
Maximum [W],5.2043E-07
Mean [W],4.2855E-07
Standard Deviation [W],1.1706E-07
Ratio,5.205 : 1

