,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Device number: 1500673,,,,,,,,,,,,,,,,,,,,,,,
Name,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23
Le [W/(sr*sqm)] (380-780nm),1.306E-06,8.389E-07,4.565E-06,2.383E-02,8.830E-02,1.352E-01,1.794E-01,2.207E-01,2.677E-01,3.102E-01,3.526E-01,3.881E-01,4.472E-01,4.940E-01,5.342E-01,5.751E-01,6.212E-01,6.630E-01,7.077E-01,7.781E-01,7.958E-01,8.307E-01,8.576E-01
CCT [K] (CIE1964 10°),0,1243,4518,1593,1588,1590,1590,1590,1590,1589,1590,1589,1587,1588,1587,1586,1586,1584,1583,1584,1583,1582,1582
DWl [nm] (CIE1964 10°),-550.2,450.7,568.2,589.1,589.2,589.2,589.2,589.2,589.1,589.2,589.2,589.2,589.2,589.2,589.2,589.2,589.2,589.3,589.3,589.3,589.3,589.3,589.3
,,,,,,,,,,,,,,,,,,,,,,,
Chrom. Coord. (CIE1964 10°),,,,,,,,,,,,,,,,,,,,,,,
x,0.3281,0.1696,0.3625,0.5855,0.5859,0.5858,0.5858,0.5856,0.5858,0.5859,0.5858,0.5858,0.5860,0.5859,0.5860,0.5861,0.5861,0.5863,0.5864,0.5863,0.5864,0.5865,0.5865
y,0.2262,0.0689,0.3763,0.4145,0.4140,0.4142,0.4142,0.4141,0.4142,0.4141,0.4142,0.4141,0.4140,0.4139,0.4139,0.4139,0.4139,0.4137,0.4136,0.4137,0.4136,0.4135,0.4135
u',0.2595,0.1946,0.2135,0.3443,0.3448,0.3446,0.3447,0.3446,0.3446,0.3447,0.3447,0.3447,0.3449,0.3449,0.3450,0.3450,0.3450,0.3453,0.3454,0.3453,0.3454,0.3456,0.3456
v',0.4025,0.1778,0.4988,0.5484,0.5483,0.5483,0.5483,0.5482,0.5483,0.5483,0.5483,0.5483,0.5483,0.5482,0.5482,0.5482,0.5482,0.5482,0.5482,0.5482,0.5482,0.5482,0.5482
,,,,,,,,,,,,,,,,,,,,,,,
XYZ (CIE1964 10°),,,,,,,,,,,,,,,,,,,,,,,
X,0.000,0.000,0.000,17.6,65.2,99.8,132.6,162.9,197.8,229.3,260.6,286.8,330.6,365.0,394.5,425.0,458.6,490.4,523.5,575.3,587.7,614.2,634.3
Y,0.000,0.000,0.000,12.5,46.1,70.6,93.7,115.2,139.9,162.1,184.2,202.8,233.5,257.9,278.6,300.2,323.8,346.1,369.2,405.9,414.5,433.0,447.1
Z,0.000,0.001,0.000,0.001,0.002,0.006,0.004,0.086,0.004,0.006,0.015,0.012,0.011,0.105,0.051,0.033,0.034,0.007,0.008,0.011,0.052,0.017,0.016
,,,,,,,,,,,,,,,,,,,,,,,
RGB Values (CIE1964 10°),,,,,,,,,,,,,,,,,,,,,,,
RGB Space,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual
R,0.0,0.0,0.0,30.5,113.2,173.1,230.0,282.6,343.1,397.7,452.0,497.6,573.6,633.3,684.5,737.6,795.7,851.3,908.8,998.6,1020.3,1066.4,1101.3
G,0.0,0.0,0.0,8.7,32.2,49.3,65.5,80.5,97.7,113.2,128.7,141.6,163.0,180.0,194.4,209.4,225.9,241.2,257.3,282.9,288.8,301.5,311.3
B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Wavelength [nm],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)]
380,0.00000E+00,2.39597E-08,0.00000E+00,8.87693E-08,0.00000E+00,1.54597E-06,0.00000E+00,2.01711E-05,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,9.82212E-05,1.28600E-05,0.00000E+00
381,0.00000E+00,6.75257E-08,0.00000E+00,2.50179E-07,0.00000E+00,2.57968E-07,0.00000E+00,2.94821E-05,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.79281E-04,1.03749E-05,0.00000E+00
382,0.00000E+00,4.04954E-08,0.00000E+00,1.50033E-07,0.00000E+00,0.00000E+00,0.00000E+00,1.77596E-05,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.24561E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.23649E-04,5.24552E-06,4.32748E-06
383,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.26648E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,7.91388E-06,0.00000E+00,0.00000E+00,0.00000E+00,4.03898E-05,0.00000E+00,8.82114E-06
384,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,8.60293E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.10650E-05,0.00000E+00,0.00000E+00,0.00000E+00,1.53309E-05,0.00000E+00,3.34826E-06
385,0.00000E+00,0.00000E+00,1.72260E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.05818E-05,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
386,0.00000E+00,0.00000E+00,5.18615E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.57750E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
387,0.00000E+00,2.27113E-08,1.86169E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.27113E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
388,0.00000E+00,3.94729E-08,2.97941E-07,0.00000E+00,0.00000E+00,4.93300E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.94729E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
389,0.00000E+00,1.30604E-08,3.19358E-07,0.00000E+00,0.00000E+00,5.19831E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.30604E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
390,0.00000E+00,0.00000E+00,4.53828E-07,0.00000E+00,0.00000E+00,5.53867E-07,0.00000E+00,3.28519E-07,0.00000E+00,0.00000E+00,0.00000E+00,5.94512E-07,0.00000E+00,7.31463E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.24216E-06,1.27860E-06
391,0.00000E+00,0.00000E+00,7.34484E-07,0.00000E+00,0.00000E+00,1.00778E-07,0.00000E+00,1.07492E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.94526E-06,0.00000E+00,2.39337E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,4.06438E-06,4.18361E-06
392,1.65192E-08,0.00000E+00,4.96908E-07,0.00000E+00,0.00000E+00,9.83285E-06,0.00000E+00,6.45164E-07,0.00000E+00,0.00000E+00,0.00000E+00,2.19166E-06,0.00000E+00,1.43649E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.43942E-06,2.51098E-06
393,3.15604E-08,0.00000E+00,1.72037E-07,0.00000E+00,0.00000E+00,1.87860E-05,0.00000E+00,7.31517E-07,0.00000E+00,0.00000E+00,0.00000E+00,1.95663E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.37255E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
394,9.87027E-09,0.00000E+00,1.71060E-07,0.00000E+00,0.00000E+00,5.87516E-06,0.00000E+00,6.25427E-06,0.00000E+00,0.00000E+00,0.00000E+00,6.11920E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.02847E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
395,0.00000E+00,7.48781E-09,1.25638E-07,0.00000E+00,0.00000E+00,2.30536E-06,0.00000E+00,6.07142E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.96916E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
396,0.00000E+00,2.17519E-08,3.98243E-08,0.00000E+00,0.00000E+00,6.69702E-06,0.00000E+00,9.28694E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.01206E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
397,0.00000E+00,1.21198E-08,1.21198E-08,0.00000E+00,0.00000E+00,3.73147E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,6.26965E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
398,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,7.75823E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.14352E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,4.61515E-07,0.00000E+00,0.00000E+00
399,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,6.25225E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.85946E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.71929E-06,0.00000E+00,0.00000E+00
400,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,6.29311E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.74359E-06,0.00000E+00,0.00000E+00
401,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,9.07083E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,5.39598E-07,0.00000E+00,0.00000E+00
402,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.66147E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,5.95655E-07,0.00000E+00,0.00000E+00,9.60792E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.56211E-06
403,1.79833E-09,0.00000E+00,0.00000E+00,0.00000E+00,4.45309E-07,7.38229E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,9.96630E-07,0.00000E+00,0.00000E+00,1.60756E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,4.28684E-06
404,1.15501E-08,0.00000E+00,0.00000E+00,0.00000E+00,1.34462E-07,4.74142E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.00934E-07,0.00000E+00,0.00000E+00,4.85406E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.29442E-06
405,1.06764E-08,0.00000E+00,0.00000E+00,1.75850E-08,6.57390E-08,5.35697E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.64568E-07,0.00000E+00,0.00000E+00,3.62041E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.27497E-05,0.00000E+00,0.00000E+00
406,1.30647E-09,0.00000E+00,0.00000E+00,4.98957E-08,1.86528E-07,3.30055E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,7.50688E-07,0.00000E+00,0.00000E+00,1.02726E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.61760E-05,0.00000E+00,0.00000E+00
407,0.00000E+00,0.00000E+00,0.00000E+00,2.58982E-08,9.68171E-08,1.43477E-07,2.02340E-07,0.00000E+00,0.00000E+00,0.00000E+00,3.89643E-07,0.00000E+00,0.00000E+00,5.33196E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.15016E-05,0.00000E+00,0.00000E+00
408,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.38203E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,5.37817E-06,0.00000E+00,2.25006E-07
409,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.03178E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,6.23886E-06,0.00000E+00,1.32393E-06
410,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,4.87782E-06,0.00000E+00,1.18697E-06
411,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.86959E-06,0.00000E+00,1.15362E-07
412,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.33544E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,5.85563E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,6.86909E-07,0.00000E+00,0.00000E+00
413,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.05613E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.01648E-07,0.00000E+00,0.00000E+00,1.13112E-05,0.00000E+00,1.63959E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
414,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,5.96014E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,5.26210E-07,0.00000E+00,0.00000E+00,1.44963E-05,0.00000E+00,8.48776E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
415,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,4.52898E-07,0.00000E+00,0.00000E+00,1.33689E-05,0.00000E+00,7.30524E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
416,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.16487E-08,0.00000E+00,0.00000E+00,9.22091E-06,0.00000E+00,5.10493E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
417,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.26931E-07,0.00000E+00,2.11856E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.07075E-05,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
418,1.79656E-09,1.79656E-09,0.00000E+00,0.00000E+00,0.00000E+00,2.25412E-07,0.00000E+00,3.14680E-07,0.00000E+00,0.00000E+00,0.00000E+00,1.11380E-07,1.24243E-07,0.00000E+00,1.02837E-05,1.07794E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
419,8.35710E-09,8.35710E-09,0.00000E+00,0.00000E+00,0.00000E+00,2.23231E-07,0.00000E+00,8.62869E-08,0.00000E+00,0.00000E+00,0.00000E+00,5.18109E-07,5.77946E-07,0.00000E+00,3.60630E-06,5.01426E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
420,6.71267E-09,6.71267E-09,3.99861E-09,0.00000E+00,0.00000E+00,1.37780E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,6.64059E-07,4.64223E-07,0.00000E+00,6.71267E-07,7.62635E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
421,2.28870E-10,2.28870E-10,1.02951E-08,0.00000E+00,0.00000E+00,4.69766E-09,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,6.52445E-07,1.58278E-08,0.00000E+00,2.28870E-08,9.40289E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
422,0.00000E+00,0.00000E+00,4.33135E-09,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,6.44387E-07,4.19268E-07,0.00000E+00,0.00000E+00,3.89821E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
423,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.98641E-08,0.00000E+00,6.65357E-08,0.00000E+00,0.00000E+00,0.00000E+00,5.18831E-07,5.78752E-07,0.00000E+00,1.94218E-07,0.00000E+00,1.94218E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,5.17914E-07
424,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.67977E-07,0.00000E+00,2.80365E-07,0.00000E+00,0.00000E+00,0.00000E+00,1.32005E-07,1.47251E-07,0.00000E+00,8.18385E-07,0.00000E+00,8.18385E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.18236E-06
425,4.12981E-09,0.00000E+00,4.12981E-09,0.00000E+00,0.00000E+00,2.12558E-07,0.00000E+00,2.13292E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,6.22600E-07,0.00000E+00,6.22600E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.66027E-06
426,1.09293E-08,0.00000E+00,1.03763E-08,0.00000E+00,0.00000E+00,2.13851E-07,0.00000E+00,0.00000E+00,1.75284E-09,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,5.51055E-09,0.00000E+00
427,8.74908E-08,0.00000E+00,4.10941E-09,0.00000E+00,0.00000E+00,2.15997E-07,0.00000E+00,0.00000E+00,2.64275E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,8.30823E-07,0.00000E+00
428,1.07988E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.70501E-07,0.00000E+00,7.79182E-08,3.42266E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.27443E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.07601E-06,0.00000E+00
429,2.46373E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.88994E-08,0.00000E+00,2.96726E-07,7.80872E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,8.66144E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.45489E-07,0.00000E+00
430,9.00603E-09,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.07787E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.43479E-07,0.00000E+00,0.00000E+00,6.06529E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
431,2.04950E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,7.81655E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
432,7.60624E-09,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.90093E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
433,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.54087E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
