,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Device number: 1500673,,,,,,,,,,,,,,,,,,,,,,,
Name,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23
Le [W/(sr*sqm)] (380-780nm),3.252E-07,4.378E-07,7.423E-08,3.102E-02,9.050E-02,1.124E-01,1.380E-01,1.627E-01,1.878E-01,2.142E-01,2.431E-01,2.648E-01,2.881E-01,3.152E-01,3.409E-01,3.654E-01,3.919E-01,4.202E-01,4.435E-01,4.698E-01,4.943E-01,5.158E-01,5.065E-01
CCT [K] (CIE1964 10°),4442,0,7900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DWl [nm] (CIE1964 10°),566.9,470.3,-562.0,621.2,621.2,621.2,621.2,621.1,621.2,621.2,621.2,621.2,621.2,621.2,621.1,621.2,621.2,621.2,621.2,621.1,621.2,621.2,621.1
,,,,,,,,,,,,,,,,,,,,,,,
Chrom. Coord. (CIE1964 10°),,,,,,,,,,,,,,,,,,,,,,,
x,0.3675,0.1544,0.3077,0.6842,0.6839,0.6841,0.6842,0.6841,0.6842,0.6834,0.6842,0.6842,0.6841,0.6841,0.6840,0.6840,0.6842,0.6840,0.6841,0.6840,0.6842,0.6842,0.6841
y,0.3897,0.1519,0.2685,0.3158,0.3158,0.3158,0.3158,0.3159,0.3158,0.3159,0.3158,0.3158,0.3159,0.3159,0.3159,0.3158,0.3158,0.3158,0.3159,0.3159,0.3158,0.3158,0.3159
u',0.2118,0.1368,0.2196,0.5048,0.5046,0.5048,0.5049,0.5046,0.5048,0.5040,0.5048,0.5048,0.5047,0.5047,0.5045,0.5046,0.5048,0.5046,0.5047,0.5045,0.5048,0.5048,0.5047
v',0.5053,0.3029,0.4310,0.5243,0.5242,0.5243,0.5243,0.5243,0.5243,0.5242,0.5243,0.5243,0.5243,0.5243,0.5243,0.5243,0.5243,0.5243,0.5243,0.5243,0.5243,0.5243,0.5243
,,,,,,,,,,,,,,,,,,,,,,,
XYZ (CIE1964 10°),,,,,,,,,,,,,,,,,,,,,,,
X,0.000,0.000,0.000,15.3,44.4,55.4,68.0,80.2,92.7,105.5,120.1,130.8,142.4,155.8,168.4,180.6,193.8,207.7,219.3,232.0,244.4,255.1,250.8
Y,0.000,0.000,0.000,7.05,20.5,25.6,31.4,37.0,42.8,48.8,55.4,60.4,65.7,71.9,77.8,83.4,89.5,95.9,101.2,107.2,112.8,117.7,115.8
Z,0.000,0.000,0.000,0.001,0.018,0.004,0.001,0.003,0.002,0.102,0.001,0.000,0.003,0.001,0.023,0.030,0.000,0.039,0.007,0.015,0.000,0.002,0.003
,,,,,,,,,,,,,,,,,,,,,,,
RGB Values (CIE1964 10°),,,,,,,,,,,,,,,,,,,,,,,
RGB Space,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual
R,0.0,0.0,0.0,29.9,86.8,108.2,133.1,156.9,181.4,206.2,234.9,255.8,278.4,304.7,329.3,353.1,379.0,406.0,428.8,453.6,478.0,498.8,490.4
G,0.0,0.0,0.0,2.2,6.4,8.0,9.8,11.6,13.4,15.3,17.3,18.8,20.5,22.5,24.3,26.0,27.9,30.0,31.6,33.5,35.2,36.7,36.2
B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Wavelength [nm],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)]
380,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,5.21033E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,8.59285E-06,0.00000E+00,0.00000E+00,0.00000E+00
381,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.46843E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.42172E-05,0.00000E+00,0.00000E+00,0.00000E+00
382,3.24561E-08,3.24561E-08,0.00000E+00,0.00000E+00,3.70381E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,5.72030E-05,0.00000E+00,0.00000E+00,0.00000E+00
383,6.61586E-08,6.61586E-08,0.00000E+00,0.00000E+00,5.75479E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,8.69987E-05,0.00000E+00,0.00000E+00,0.00000E+00
384,2.51119E-08,2.51119E-08,0.00000E+00,0.00000E+00,2.18436E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.30223E-05,0.00000E+00,0.00000E+00,0.00000E+00
385,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,7.49199E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,4.11858E-06,0.00000E+00,0.00000E+00,0.00000E+00
386,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.25558E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.23996E-05,0.00000E+00,0.00000E+00,0.00000E+00
387,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.18255E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,6.50084E-06,0.00000E+00,0.00000E+00,0.00000E+00
388,2.40336E-09,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,5.79960E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,9.73412E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.43655E-07,0.00000E+00,0.00000E+00,0.00000E+00
389,2.53262E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,6.11153E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.02577E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.51382E-06,0.00000E+00,0.00000E+00,0.00000E+00
390,2.69844E-08,0.00000E+00,0.00000E+00,0.00000E+00,1.04268E-07,1.33707E-07,0.00000E+00,0.00000E+00,8.82574E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.09293E-06,0.00000E+00,4.48946E-07,0.00000E+00,0.00000E+00,0.00000E+00,2.18612E-06,0.00000E+00,0.00000E+00,0.00000E+00
391,4.90992E-09,0.00000E+00,0.00000E+00,0.00000E+00,3.41166E-07,4.37494E-07,0.00000E+00,0.00000E+00,8.75651E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.98863E-07,0.00000E+00,1.46896E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.16898E-06,0.00000E+00,0.00000E+00,0.00000E+00
392,0.00000E+00,0.00000E+00,0.00000E+00,1.89658E-07,2.04766E-07,2.62582E-07,0.00000E+00,3.37539E-07,4.54449E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,8.81664E-07,0.00000E+00,0.00000E+00,0.00000E+00,8.03745E-06,0.00000E+00,0.00000E+00,0.00000E+00
393,0.00000E+00,0.00000E+00,0.00000E+00,3.62347E-07,0.00000E+00,0.00000E+00,0.00000E+00,6.44879E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.33470E-05,0.00000E+00,0.00000E+00,0.00000E+00
394,0.00000E+00,0.00000E+00,0.00000E+00,1.13321E-07,0.00000E+00,0.00000E+00,0.00000E+00,2.01681E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,5.34230E-06,0.00000E+00,0.00000E+00,0.00000E+00
395,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.01231E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.17703E-06,0.00000E+00,0.00000E+00,0.00000E+00
396,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,5.84572E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.80040E-07,0.00000E+00,0.00000E+00,0.00000E+00
397,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.25714E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
398,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.63511E-08,0.00000E+00,3.86168E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
399,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.12360E-07,0.00000E+00,3.11207E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
400,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.13748E-07,0.00000E+00,3.13241E-07,0.00000E+00,1.68806E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
401,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.08095E-08,0.00000E+00,4.51503E-08,0.00000E+00,5.00246E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
402,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.61086E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,5.74293E-07,0.00000E+00,0.00000E+00,0.00000E+00
403,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.38304E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,8.41913E-08,0.00000E+00,0.00000E+00,0.00000E+00,9.60887E-07,0.00000E+00,0.00000E+00,0.00000E+00
404,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.17282E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,5.40735E-07,0.00000E+00,0.00000E+00,0.00000E+00,2.90141E-07,0.00000E+00,0.00000E+00,0.00000E+00
405,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,8.23163E-08,9.69832E-08,0.00000E+00,2.13601E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,4.99831E-07,0.00000E+00,0.00000E+00,0.00000E+00,1.41852E-06,0.00000E+00,0.00000E+00,0.00000E+00
406,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.33565E-07,2.75181E-07,0.00000E+00,6.07703E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,6.11644E-08,0.00000E+00,0.00000E+00,0.00000E+00,4.02491E-06,0.00000E+00,0.00000E+00,0.00000E+00
407,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.21231E-07,1.42832E-07,0.00000E+00,1.87858E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.08912E-06,0.00000E+00,0.00000E+00,0.00000E+00
408,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.72112E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.31130E-06,0.00000E+00,0.00000E+00,0.00000E+00
409,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.60109E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,7.71564E-06,0.00000E+00,0.00000E+00,0.00000E+00
410,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.43547E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,6.91749E-06,0.00000E+00,0.00000E+00,0.00000E+00
411,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.39513E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,6.72311E-07,0.00000E+00,0.00000E+00,0.00000E+00
412,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.92337E-06,0.00000E+00,2.16370E-07,0.00000E+00,0.00000E+00,2.84862E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
413,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.78274E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,4.19513E-06,0.00000E+00,3.33139E-07,0.00000E+00,0.00000E+00,5.10380E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
414,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,9.22883E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,7.24533E-06,0.00000E+00,9.65673E-08,0.00000E+00,0.00000E+00,4.98754E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
415,0.00000E+00,3.92690E-09,0.00000E+00,0.00000E+00,7.94307E-08,5.47532E-08,0.00000E+00,1.60478E-07,0.00000E+00,6.97456E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.19844E-07,1.83843E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
416,0.00000E+00,1.06328E-08,0.00000E+00,0.00000E+00,5.55065E-09,1.48254E-07,0.00000E+00,4.34523E-07,0.00000E+00,4.38465E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.23508E-08,4.97789E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
417,0.00000E+00,4.88131E-09,0.00000E+00,0.00000E+00,6.72402E-08,6.80607E-08,0.00000E+00,1.99481E-07,0.00000E+00,2.99992E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.28526E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
418,0.00000E+00,0.00000E+00,0.00000E+00,2.06264E-08,9.98749E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.72799E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
419,0.00000E+00,0.00000E+00,0.00000E+00,9.59484E-08,2.73863E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,4.73824E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
420,0.00000E+00,0.00000E+00,0.00000E+00,7.70685E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
421,0.00000E+00,0.00000E+00,0.00000E+00,2.62767E-09,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
422,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,8.45318E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
423,0.00000E+00,1.94218E-09,0.00000E+00,0.00000E+00,0.00000E+00,1.16686E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,7.16935E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
424,0.00000E+00,8.18385E-09,0.00000E+00,0.00000E+00,0.00000E+00,2.96883E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.02099E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
425,0.00000E+00,6.22600E-09,0.00000E+00,0.00000E+00,0.00000E+00,5.75824E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.29826E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,4.69831E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
426,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,4.62558E-10,1.46457E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.56660E-09,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.18046E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
427,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,6.97396E-08,3.25589E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.86965E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,4.67510E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
428,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,9.03208E-08,3.47468E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,5.01165E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
429,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.06065E-08,7.92740E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.14339E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
430,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,4.89618E-08,0.00000E+00,7.80960E-08,9.20109E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
431,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.11422E-07,4.68425E-09,1.77723E-07,2.09389E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
432,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,4.13517E-08,9.32745E-08,6.59577E-08,7.77098E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
433,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.10137E-07,0.00000E+00,5.19180E-08,6.13144E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.11246E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
