,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Device number: 1500673,,,,,,,,,,,,,,,,,,,,,,,
Name,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23
Le [W/(sr*sqm)] (380-780nm),1.642E-06,4.924E-07,2.254E-06,1.296E-02,5.905E-02,8.145E-02,1.046E-01,1.268E-01,1.488E-01,1.729E-01,1.964E-01,2.210E-01,2.411E-01,2.663E-01,2.955E-01,3.122E-01,3.284E-01,3.574E-01,3.812E-01,4.043E-01,4.284E-01,4.482E-01,4.540E-01
CCT [K] (CIE1964 10°),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DWl [nm] (CIE1964 10°),475.5,522.1,457.1,534.6,531.9,532.5,532.8,533.1,533.2,533.3,533.4,533.4,533.5,533.5,533.6,533.6,533.6,533.7,533.7,533.7,533.7,533.7,533.9
,,,,,,,,,,,,,,,,,,,,,,,
Chrom. Coord. (CIE1964 10°),,,,,,,,,,,,,,,,,,,,,,,
x,0.1533,0.1784,0.2165,0.2469,0.2308,0.2345,0.2362,0.2377,0.2385,0.2392,0.2396,0.2400,0.2401,0.2405,0.2408,0.2410,0.2412,0.2413,0.2413,0.2415,0.2417,0.2418,0.2429
y,0.2064,0.7168,0.1598,0.7157,0.7217,0.7202,0.7198,0.7195,0.7193,0.7189,0.7186,0.7185,0.7185,0.7184,0.7178,0.7180,0.7179,0.7179,0.7180,0.7178,0.7180,0.7177,0.7173
u',0.1186,0.0635,0.1931,0.0890,0.0824,0.0840,0.0846,0.0852,0.0855,0.0858,0.0860,0.0862,0.0862,0.0864,0.0865,0.0866,0.0866,0.0867,0.0867,0.0868,0.0868,0.0869,0.0874
v',0.3593,0.5737,0.3207,0.5806,0.5800,0.5801,0.5802,0.5803,0.5804,0.5804,0.5804,0.5804,0.5804,0.5804,0.5803,0.5804,0.5804,0.5804,0.5804,0.5804,0.5804,0.5804,0.5805
,,,,,,,,,,,,,,,,,,,,,,,
XYZ (CIE1964 10°),,,,,,,,,,,,,,,,,,,,,,,
X,0.000,0.000,0.000,2.57,10.6,14.9,19.4,23.7,28.0,32.7,37.2,42.0,45.9,50.8,56.4,59.7,62.9,68.5,73.2,77.6,82.3,86.2,88.0
Y,0.000,0.000,0.000,7.46,33.0,45.8,59.1,71.9,84.5,98.2,111.7,125.8,137.2,151.8,168.2,177.8,187.2,203.9,217.7,230.7,244.6,255.9,259.9
Z,0.001,0.000,0.001,0.390,2.17,2.88,3.62,4.28,4.96,5.73,6.49,7.26,7.92,8.68,9.70,10.2,10.7,11.6,12.3,13.1,13.7,14.4,14.4
,,,,,,,,,,,,,,,,,,,,,,,
RGB Values (CIE1964 10°),,,,,,,,,,,,,,,,,,,,,,,
RGB Space,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual
R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,0.0,0.0,0.0,9.3,41.9,57.9,74.6,90.6,106.5,123.7,140.7,158.3,172.7,191.0,211.6,223.7,235.5,256.4,273.8,290.1,307.5,321.8,326.5
B,0.0,0.0,0.0,0.3,1.8,2.3,2.9,3.4,3.9,4.5,5.1,5.7,6.2,6.8,7.6,8.0,8.3,9.1,9.6,10.2,10.7,11.3,11.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Wavelength [nm],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)]
380,0.00000E+00,0.00000E+00,7.53194E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.22321E-06,2.33275E-07,0.00000E+00,9.45749E-07,0.00000E+00,0.00000E+00,4.20641E-07,1.40129E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.71489E-05,0.00000E+00,2.17938E-06,0.00000E+00
381,0.00000E+00,0.00000E+00,1.25682E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.04112E-07,6.57440E-07,0.00000E+00,1.57813E-07,0.00000E+00,0.00000E+00,1.18549E-06,2.33827E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.45590E-05,0.00000E+00,3.63664E-07,0.00000E+00
382,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.94270E-07,0.00000E+00,0.00000E+00,1.37313E-06,0.00000E+00,1.28075E-06,0.00000E+00,9.83320E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.91417E-05,0.00000E+00,0.00000E+00,0.00000E+00
383,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,6.56265E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.79898E-06,0.00000E+00,1.21846E-06,9.65973E-07,2.12238E-05,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,9.38966E-08,0.00000E+00
384,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,9.38055E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.06241E-06,0.00000E+00,1.25520E-06,1.38075E-05,2.44718E-05,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.34214E-06,0.00000E+00
385,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,6.36114E-08,1.04059E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,9.03345E-07,2.71746E-05,1.94028E-05,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.48885E-06,0.00000E+00
386,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.91512E-07,1.80874E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.57018E-07,3.83624E-05,5.34661E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.58789E-07,0.00000E+00
387,0.00000E+00,0.00000E+00,4.54227E-08,0.00000E+00,1.00405E-07,9.18604E-07,1.49811E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.20284E-07,0.00000E+00,3.98724E-07,2.08294E-05,1.09835E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
388,0.00000E+00,0.00000E+00,8.13492E-08,0.00000E+00,0.00000E+00,1.60871E-06,2.60375E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,5.56662E-07,0.00000E+00,6.92994E-07,3.67190E-06,0.00000E+00,5.21788E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,6.95415E-08,0.00000E+00
389,0.00000E+00,0.00000E+00,5.14469E-08,0.00000E+00,0.00000E+00,6.56298E-07,8.61502E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.84182E-07,0.00000E+00,2.29290E-07,1.21492E-06,0.00000E+00,5.49852E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,7.32818E-07,0.00000E+00
390,0.00000E+00,0.00000E+00,2.69844E-08,0.00000E+00,0.00000E+00,3.30362E-07,0.00000E+00,2.33605E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.50258E-07,0.00000E+00,0.00000E+00,0.00000E+00,5.85853E-07,0.00000E+00,2.39259E-07,0.00000E+00,0.00000E+00,1.89069E-06,0.00000E+00
391,0.00000E+00,0.00000E+00,4.90992E-09,0.00000E+00,0.00000E+00,6.59377E-07,0.00000E+00,7.64362E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,4.91649E-07,0.00000E+00,0.00000E+00,0.00000E+00,1.06598E-07,0.00000E+00,7.82860E-07,0.00000E+00,0.00000E+00,3.77367E-06,0.00000E+00
392,0.00000E+00,0.00000E+00,0.00000E+00,6.60767E-08,1.22003E-07,3.80855E-07,0.00000E+00,4.58766E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.95085E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,4.69869E-07,0.00000E+00,0.00000E+00,5.52557E-06,0.00000E+00
393,0.00000E+00,0.00000E+00,2.37255E-09,1.49967E-07,2.41851E-07,2.39906E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,8.33060E-08,0.00000E+00,4.79207E-08,0.00000E+00,1.11231E-07,0.00000E+00,0.00000E+00,0.00000E+00,7.69680E-06,0.00000E+00
394,0.00000E+00,0.00000E+00,2.02847E-08,2.42328E-07,1.47804E-07,2.05113E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,7.12244E-07,0.00000E+00,4.09709E-07,0.00000E+00,9.50994E-07,0.00000E+00,0.00000E+00,0.00000E+00,1.31511E-05,0.00000E+00
395,0.00000E+00,0.00000E+00,1.96916E-08,1.96916E-07,7.27165E-08,1.99117E-07,0.00000E+00,0.00000E+00,0.00000E+00,1.65367E-07,0.00000E+00,0.00000E+00,0.00000E+00,6.91420E-07,0.00000E+00,3.97730E-07,0.00000E+00,9.23189E-07,0.00000E+00,0.00000E+00,0.00000E+00,1.32091E-05,0.00000E+00
396,0.00000E+00,0.00000E+00,3.01206E-09,3.01206E-08,1.11228E-08,3.04572E-08,0.00000E+00,0.00000E+00,0.00000E+00,4.80387E-07,0.00000E+00,0.00000E+00,0.00000E+00,1.05761E-07,0.00000E+00,6.08375E-08,0.00000E+00,1.41213E-07,0.00000E+00,0.00000E+00,0.00000E+00,8.57929E-06,0.00000E+00
397,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,7.41937E-08,0.00000E+00,0.00000E+00,2.67664E-07,0.00000E+00,3.17240E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,4.18304E-06,0.00000E+00
398,0.00000E+00,0.00000E+00,0.00000E+00,5.66971E-09,0.00000E+00,9.55511E-09,1.35321E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,6.05265E-07,2.96130E-08,3.31795E-08,3.51610E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.46855E-06,0.00000E+00
399,0.00000E+00,0.00000E+00,0.00000E+00,4.56915E-08,0.00000E+00,7.70033E-08,4.56720E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,4.10072E-07,2.38648E-07,2.67389E-07,2.83358E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,7.25149E-06,0.00000E+00
400,0.00000E+00,0.00000E+00,0.00000E+00,4.59901E-08,4.63906E-08,1.41021E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.04771E-07,2.40207E-07,2.69137E-07,4.02071E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,7.09723E-06,0.00000E+00
401,0.00000E+00,0.00000E+00,0.00000E+00,6.62896E-09,1.37475E-07,1.99393E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.93665E-07,3.46232E-08,3.87931E-08,3.87420E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.02299E-06,0.00000E+00
402,0.00000E+00,0.00000E+00,0.00000E+00,8.64713E-08,1.07230E-07,9.82357E-08,1.33091E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.37005E-07,0.00000E+00,0.00000E+00,2.50452E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.39004E-06,0.00000E+00
403,0.00000E+00,1.79833E-09,0.00000E+00,1.44681E-07,5.93635E-08,0.00000E+00,2.57084E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.15717E-08,3.88806E-06,7.26450E-08,0.00000E+00,4.21548E-08,0.00000E+00,0.00000E+00,0.00000E+00,2.32576E-06,0.00000E+00
404,0.00000E+00,1.15501E-08,0.00000E+00,4.36865E-08,1.79249E-08,0.00000E+00,2.88185E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.02776E-07,1.17401E-06,4.66577E-07,0.00000E+00,2.70748E-07,0.00000E+00,0.00000E+00,0.00000E+00,7.02266E-07,0.00000E+00
405,0.00000E+00,1.06764E-08,0.00000E+00,0.00000E+00,5.25815E-08,0.00000E+00,2.44933E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.00805E-07,2.23113E-07,1.87437E-07,1.76609E-07,4.31282E-07,0.00000E+00,2.50267E-07,0.00000E+00,0.00000E+00,0.00000E+00,1.37337E-07,0.00000E+00
406,0.00000E+00,1.30647E-09,0.00000E+00,0.00000E+00,1.49195E-07,0.00000E+00,1.40477E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,5.69765E-07,6.33062E-07,2.29366E-08,5.01111E-07,5.27760E-08,0.00000E+00,3.06252E-08,0.00000E+00,0.00000E+00,0.00000E+00,3.89680E-07,0.00000E+00
407,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,7.74394E-08,1.88029E-07,5.99423E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,4.00629E-07,1.49406E-06,0.00000E+00,3.98482E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.43058E-06,2.20060E-07
408,0.00000E+00,0.00000E+00,3.37509E-09,0.00000E+00,0.00000E+00,4.50794E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.75326E-07,2.02736E-06,0.00000E+00,2.31299E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,4.43158E-08,0.00000E+00,5.59130E-06,3.67821E-07
409,0.00000E+00,0.00000E+00,1.98589E-08,0.00000E+00,0.00000E+00,8.99111E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,5.34878E-08,1.06106E-06,0.00000E+00,7.05642E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.60752E-07,0.00000E+00,2.79543E-06,1.12214E-07
410,0.00000E+00,0.00000E+00,1.78046E-08,0.00000E+00,0.00000E+00,1.66373E-06,5.72596E-08,3.52439E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.57461E-06,0.00000E+00,0.00000E+00,0.00000E+00,9.42310E-08,0.00000E+00,0.00000E+00,3.47756E-07,0.00000E+00,2.53740E-06,1.28411E-07
411,0.00000E+00,0.00000E+00,1.73042E-09,0.00000E+00,0.00000E+00,2.64644E-06,1.56346E-07,9.62327E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.19749E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.57296E-07,0.00000E+00,0.00000E+00,3.33936E-07,0.00000E+00,4.21509E-06,3.50623E-07
412,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,4.80521E-08,1.71648E-06,7.42188E-08,4.56824E-08,0.00000E+00,7.18446E-08,0.00000E+00,0.00000E+00,3.94529E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.63396E-07,0.00000E+00,0.00000E+00,1.47736E-07,0.00000E+00,3.27122E-06,1.66443E-07
413,1.63959E-09,0.00000E+00,0.00000E+00,0.00000E+00,8.00390E-08,7.67996E-07,0.00000E+00,0.00000E+00,0.00000E+00,1.10617E-07,2.05875E-08,0.00000E+00,3.76715E-06,0.00000E+00,0.00000E+00,3.31162E-08,2.17488E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.36110E-06,0.00000E+00
414,8.48776E-09,0.00000E+00,0.00000E+00,0.00000E+00,5.27892E-08,2.63130E-07,0.00000E+00,0.00000E+00,0.00000E+00,3.20647E-08,1.06577E-07,0.00000E+00,1.09199E-06,0.00000E+00,0.00000E+00,1.71435E-07,6.30434E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.30731E-06,0.00000E+00
415,7.30524E-09,0.00000E+00,0.00000E+00,0.00000E+00,4.14776E-08,3.69343E-08,0.00000E+00,0.00000E+00,0.00000E+00,8.67248E-08,9.17283E-08,0.00000E+00,6.15308E-08,0.00000E+00,0.00000E+00,1.47551E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.59328E-06,0.00000E+00
416,5.10493E-10,0.00000E+00,0.00000E+00,0.00000E+00,4.11494E-08,2.58099E-09,0.00000E+00,0.00000E+00,0.00000E+00,2.34823E-07,6.41001E-09,0.00000E+00,1.66606E-07,0.00000E+00,0.00000E+00,1.03109E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,4.11060E-07,0.00000E+00
417,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.80255E-08,6.25318E-08,4.07921E-08,0.00000E+00,0.00000E+00,1.07803E-07,0.00000E+00,1.74421E-07,7.64856E-08,1.08569E-07,1.15053E-07,7.49434E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.20179E-07,0.00000E+00
418,0.00000E+00,0.00000E+00,0.00000E+00,8.98279E-09,0.00000E+00,9.28813E-08,6.05903E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.59075E-07,0.00000E+00,1.61262E-07,4.04863E-07,1.11317E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.65784E-07,0.00000E+00
419,0.00000E+00,0.00000E+00,0.00000E+00,4.17855E-08,0.00000E+00,2.54686E-08,1.66142E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,7.10397E-08,0.00000E+00,4.42190E-08,1.13523E-06,3.05237E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,7.28795E-08,0.00000E+00
420,0.00000E+00,3.99861E-09,3.99861E-09,3.35633E-08,0.00000E+00,8.08658E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,5.63899E-08,0.00000E+00,7.02003E-08,3.10599E-06,8.07637E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
421,0.00000E+00,1.02951E-08,1.02951E-08,1.14435E-09,0.00000E+00,2.08202E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.45185E-07,0.00000E+00,1.80742E-07,5.77589E-06,2.07939E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
422,0.00000E+00,4.33135E-09,4.33135E-09,6.06262E-09,0.00000E+00,1.48898E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,6.10823E-08,0.00000E+00,7.60419E-08,2.86867E-06,8.74843E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.79367E-07
423,0.00000E+00,0.00000E+00,0.00000E+00,1.41953E-08,0.00000E+00,3.39927E-07,0.00000E+00,0.00000E+00,3.78187E-08,2.14463E-08,0.00000E+00,0.00000E+00,0.00000E+00,3.40972E-08,6.22791E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,5.61973E-07,2.47596E-07
424,0.00000E+00,0.00000E+00,0.00000E+00,2.66808E-08,0.00000E+00,1.09732E-06,0.00000E+00,0.00000E+00,1.59358E-07,9.03694E-08,0.00000E+00,0.00000E+00,0.00000E+00,1.43677E-07,1.58455E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.36801E-06,6.29954E-08
425,0.00000E+00,0.00000E+00,0.00000E+00,1.86780E-08,0.00000E+00,8.18423E-07,0.00000E+00,3.35348E-08,1.21234E-07,1.14353E-07,5.18560E-08,0.00000E+00,6.47103E-08,1.09305E-07,7.68337E-08,0.00000E+00,8.96616E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.39899E-06,0.00000E+00
426,0.00000E+00,0.00000E+00,4.25414E-11,0.00000E+00,0.00000E+00,4.08659E-09,2.80616E-10,8.42571E-08,0.00000E+00,1.14579E-07,1.30290E-07,0.00000E+00,1.63920E-07,7.46865E-10,1.94630E-07,2.57775E-09,2.25277E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.52458E-06,0.00000E+00
427,0.00000E+00,0.00000E+00,6.41395E-09,0.00000E+00,0.00000E+00,6.16134E-07,4.23084E-08,3.33691E-08,0.00000E+00,4.53778E-08,5.15998E-08,0.00000E+00,2.65392E-07,1.12605E-07,3.15113E-07,3.88646E-07,8.92186E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,4.12072E-06,0.00000E+00
428,0.00000E+00,0.00000E+00,8.30680E-09,0.00000E+00,0.00000E+00,8.09463E-07,5.47942E-08,3.69376E-08,0.00000E+00,0.00000E+00,0.00000E+00,3.20749E-08,2.60320E-07,1.45836E-07,3.09090E-07,5.03341E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,4.56682E-06,0.00000E+00
429,0.00000E+00,0.00000E+00,1.89518E-09,0.00000E+00,0.00000E+00,2.25845E-07,1.25012E-08,1.40665E-07,0.00000E+00,0.00000E+00,0.00000E+00,1.22147E-07,5.93913E-08,3.32721E-08,7.05182E-08,1.14836E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.04191E-06,0.00000E+00
430,0.00000E+00,0.00000E+00,4.50301E-09,1.80121E-08,0.00000E+00,5.34319E-08,0.00000E+00,9.85025E-08,4.38420E-08,0.00000E+00,1.13084E-07,8.55350E-08,0.00000E+00,0.00000E+00,0.00000E+00,2.00094E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
431,3.35955E-10,0.00000E+00,1.02475E-08,4.09900E-08,0.00000E+00,5.18100E-08,0.00000E+00,0.00000E+00,9.97712E-08,0.00000E+00,2.57345E-07,0.00000E+00,5.26410E-09,0.00000E+00,0.00000E+00,4.55352E-06,7.29385E-09,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,9.93949E-09
432,6.68965E-09,0.00000E+00,3.80312E-09,1.52125E-08,0.00000E+00,1.92281E-08,0.00000E+00,0.00000E+00,3.70277E-08,0.00000E+00,9.55078E-08,0.00000E+00,1.04821E-07,0.00000E+00,0.00000E+00,1.68993E-06,1.45238E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.97919E-07
433,7.89902E-09,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.67603E-08,2.06323E-08,0.00000E+00,0.00000E+00,0.00000E+00,3.58323E-08,1.23770E-07,0.00000E+00,0.00000E+00,3.07922E-07,6.12809E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.33699E-07
