,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Device number: 1500673,,,,,,,,,,,,,,,,,,,,,,,
Name,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23
Le [W/(sr*sqm)] (380-780nm),9.453E-07,4.073E-06,1.890E-07,4.064E-03,5.781E-02,9.036E-02,1.248E-01,1.592E-01,1.934E-01,2.267E-01,2.617E-01,2.922E-01,3.299E-01,3.648E-01,3.999E-01,4.325E-01,4.683E-01,5.023E-01,5.377E-01,5.717E-01,6.076E-01,6.388E-01,6.622E-01
CCT [K] (CIE1964 10°),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DWl [nm] (CIE1964 10°),542.0,490.6,469.9,482.0,479.5,479.8,479.9,480.0,480.0,480.1,480.1,480.1,480.1,480.1,480.1,480.2,480.2,480.2,480.2,480.2,480.2,480.2,480.3
,,,,,,,,,,,,,,,,,,,,,,,
Chrom. Coord. (CIE1964 10°),,,,,,,,,,,,,,,,,,,,,,,
x,0.2968,0.2000,0.2145,0.0846,0.0920,0.0910,0.0905,0.0904,0.0903,0.0901,0.0900,0.0900,0.0898,0.0900,0.0900,0.0898,0.0898,0.0898,0.0897,0.0896,0.0898,0.0898,0.0896
y,0.6666,0.3843,0.2107,0.2701,0.2286,0.2330,0.2350,0.2360,0.2367,0.2372,0.2377,0.2378,0.2382,0.2385,0.2387,0.2389,0.2389,0.2390,0.2392,0.2394,0.2395,0.2397,0.2406
u',0.1141,0.1109,0.1683,0.0557,0.0662,0.0649,0.0642,0.0640,0.0638,0.0636,0.0635,0.0634,0.0633,0.0634,0.0633,0.0632,0.0631,0.0631,0.0631,0.0630,0.0631,0.0630,0.0628
v',0.5765,0.4796,0.3718,0.4003,0.3701,0.3736,0.3751,0.3758,0.3764,0.3768,0.3771,0.3772,0.3775,0.3778,0.3779,0.3781,0.3781,0.3782,0.3783,0.3784,0.3785,0.3786,0.3793
,,,,,,,,,,,,,,,,,,,,,,,
XYZ (CIE1964 10°),,,,,,,,,,,,,,,,,,,,,,,
X,0.000,0.000,0.000,0.270,4.53,6.94,9.49,12.1,14.6,17.1,19.7,21.9,24.7,27.4,30.0,32.4,35.0,37.6,40.2,42.6,45.4,47.7,49.2
Y,0.000,0.000,0.000,0.863,11.3,17.8,24.6,31.5,38.3,45.0,51.9,58.0,65.6,72.5,79.5,86.1,93.2,100.0,107.1,113.9,121.0,127.3,132.3
Z,0.000,0.000,0.000,2.06,33.5,51.5,70.7,89.8,108.8,127.5,146.9,164.0,185.0,204.2,223.7,241.9,261.8,280.8,300.4,319.3,338.9,356.3,368.3
,,,,,,,,,,,,,,,,,,,,,,,
RGB Values (CIE1964 10°),,,,,,,,,,,,,,,,,,,,,,,
RGB Space,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual,manual
R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,0.0,0.0,0.0,1.3,16.7,26.3,36.5,46.6,56.7,66.6,76.9,85.9,97.1,107.4,117.8,127.5,138.0,148.1,158.5,168.7,179.2,188.6,195.9
B,0.0,0.0,0.0,2.1,33.6,51.8,71.0,90.2,109.3,128.1,147.6,164.7,185.8,205.2,224.7,243.0,263.0,282.1,301.7,320.8,340.4,357.9,370.0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Wavelength [nm],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)]
380,2.39597E-08,0.00000E+00,0.00000E+00,4.79194E-08,0.00000E+00,9.86159E-08,0.00000E+00,9.05776E-06,1.48785E-05,0.00000E+00,0.00000E+00,1.30236E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.36854E-05,5.36973E-07,0.00000E+00,0.00000E+00,0.00000E+00,2.78639E-06,0.00000E+00
381,6.75257E-08,0.00000E+00,0.00000E+00,1.35051E-07,0.00000E+00,2.77929E-07,0.00000E+00,1.69583E-05,1.85222E-05,0.00000E+00,0.00000E+00,1.05069E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.95227E-06,1.51335E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.24794E-06,0.00000E+00
382,4.04954E-08,0.00000E+00,0.00000E+00,8.09909E-08,3.70060E-07,4.33848E-07,0.00000E+00,1.33282E-05,1.51995E-05,0.00000E+00,7.51995E-07,5.31227E-07,0.00000E+00,5.24586E-07,0.00000E+00,0.00000E+00,4.08253E-06,2.36234E-06,1.06990E-05,8.18152E-07,0.00000E+00,1.13655E-06,0.00000E+00
383,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,7.54330E-07,5.44604E-07,0.00000E+00,7.86287E-06,1.01415E-05,0.00000E+00,1.53287E-06,4.25694E-08,0.00000E+00,1.06932E-06,0.00000E+00,0.00000E+00,8.45789E-06,2.96542E-06,2.18088E-05,1.66772E-06,9.58789E-07,0.00000E+00,0.00000E+00
384,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.86323E-07,2.06717E-07,0.00000E+00,1.36406E-05,3.84944E-06,0.00000E+00,5.81834E-07,6.08480E-07,0.00000E+00,4.05882E-07,0.00000E+00,0.00000E+00,5.10358E-06,1.12559E-06,8.27801E-06,6.33021E-07,1.37048E-05,0.00000E+00,0.00000E+00
385,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.34984E-05,0.00000E+00,0.00000E+00,0.00000E+00,6.74990E-07,0.00000E+00,2.78422E-07,5.46470E-06,0.00000E+00,2.15742E-06,0.00000E+00,1.29793E-05,0.00000E+00,2.16804E-05,0.00000E+00,0.00000E+00
386,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,6.19052E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.17326E-07,0.00000E+00,8.38234E-07,1.64524E-05,0.00000E+00,3.75000E-07,0.00000E+00,3.90763E-05,0.00000E+00,2.21446E-05,0.00000E+00,0.00000E+00
387,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,6.52430E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,8.06548E-07,1.42294E-05,0.00000E+00,0.00000E+00,0.00000E+00,2.04868E-05,0.00000E+00,1.63247E-05,1.27484E-06,0.00000E+00
388,2.40336E-09,0.00000E+00,0.00000E+00,0.00000E+00,2.05520E-08,9.89198E-09,0.00000E+00,7.62189E-06,2.16714E-08,0.00000E+00,0.00000E+00,0.00000E+00,3.57589E-08,6.37998E-07,1.05020E-05,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.24100E-05,2.89024E-06,6.97231E-08
389,2.53262E-08,0.00000E+00,0.00000E+00,0.00000E+00,2.16574E-07,1.04240E-07,0.00000E+00,2.52185E-06,2.28369E-07,0.00000E+00,0.00000E+00,0.00000E+00,3.76822E-07,2.11094E-07,1.12569E-05,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.25554E-05,7.84122E-06,7.34731E-07
390,2.69844E-08,0.00000E+00,0.00000E+00,9.58948E-09,2.85423E-07,1.50534E-07,0.00000E+00,1.64591E-06,2.43322E-07,0.00000E+00,0.00000E+00,0.00000E+00,4.01494E-07,0.00000E+00,1.05885E-05,0.00000E+00,0.00000E+00,2.14914E-07,2.25794E-07,0.00000E+00,2.02945E-05,1.13415E-05,7.82837E-07
391,4.90992E-09,0.00000E+00,0.00000E+00,3.13770E-08,2.20865E-07,1.49354E-07,0.00000E+00,5.38546E-06,4.42734E-08,0.00000E+00,0.00000E+00,0.00000E+00,7.30534E-08,0.00000E+00,8.19357E-06,0.00000E+00,0.00000E+00,7.03206E-07,7.38805E-07,0.00000E+00,3.69266E-06,1.37069E-05,1.42440E-07
392,0.00000E+00,0.00000E+00,0.00000E+00,1.88323E-08,1.07362E-07,7.75121E-08,0.00000E+00,5.71322E-06,0.00000E+00,0.00000E+00,1.91371E-07,0.00000E+00,0.00000E+00,2.66998E-07,4.27401E-06,0.00000E+00,3.46314E-07,7.92280E-07,4.43427E-07,0.00000E+00,0.00000E+00,7.39974E-06,0.00000E+00
393,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,6.76288E-09,0.00000E+00,0.00000E+00,5.14703E-06,0.00000E+00,0.00000E+00,3.65621E-07,3.11236E-08,0.00000E+00,5.10108E-07,5.98043E-07,0.00000E+00,7.11383E-07,7.07315E-07,0.00000E+00,0.00000E+00,6.37269E-08,0.00000E+00,0.00000E+00
394,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,5.78208E-08,0.00000E+00,0.00000E+00,4.96395E-06,0.00000E+00,0.00000E+00,1.14345E-07,2.66099E-07,0.00000E+00,1.59532E-07,5.31459E-07,0.00000E+00,6.32180E-07,2.21207E-07,0.00000E+00,0.00000E+00,5.44848E-07,0.00000E+00,0.00000E+00
395,0.00000E+00,0.00000E+00,7.48781E-09,0.00000E+00,5.61303E-08,0.00000E+00,0.00000E+00,4.23660E-06,0.00000E+00,0.00000E+00,1.73490E-06,2.58319E-07,0.00000E+00,2.42050E-07,3.47050E-07,0.00000E+00,4.12822E-07,0.00000E+00,0.00000E+00,0.00000E+00,7.30041E-07,0.00000E+00,0.00000E+00
396,0.00000E+00,0.00000E+00,2.17519E-08,0.00000E+00,8.58578E-09,0.00000E+00,0.00000E+00,3.00594E-06,0.00000E+00,0.00000E+00,5.03984E-06,3.95129E-08,0.00000E+00,7.03149E-07,5.30854E-08,0.00000E+00,6.31460E-08,0.00000E+00,0.00000E+00,0.00000E+00,6.65162E-07,0.00000E+00,0.00000E+00
397,1.12478E-08,0.00000E+00,1.21198E-08,3.37433E-08,0.00000E+00,0.00000E+00,6.40788E-08,4.12173E-06,1.21707E-06,0.00000E+00,4.76266E-06,0.00000E+00,0.00000E+00,9.37173E-07,0.00000E+00,2.16470E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.53400E-06,6.94501E-06,0.00000E+00
398,2.05147E-08,0.00000E+00,0.00000E+00,6.34341E-08,0.00000E+00,2.33360E-08,1.27640E-07,5.19094E-06,2.52655E-06,0.00000E+00,4.26550E-06,0.00000E+00,0.00000E+00,1.20856E-06,6.66163E-08,3.94818E-07,0.00000E+00,0.00000E+00,4.44998E-08,0.00000E+00,2.71174E-06,1.35687E-05,0.00000E+00
399,6.92387E-09,0.00000E+00,0.00000E+00,3.60021E-08,0.00000E+00,1.88062E-07,1.26214E-07,3.31738E-06,3.22124E-06,0.00000E+00,6.84932E-06,0.00000E+00,0.00000E+00,2.05891E-06,5.36852E-07,1.33254E-07,0.00000E+00,0.00000E+00,3.58618E-07,0.00000E+00,4.83482E-06,1.15421E-05,0.00000E+00
400,0.00000E+00,0.00000E+00,0.00000E+00,1.53300E-08,5.37137E-08,1.89291E-07,8.73356E-08,1.64450E-06,3.50770E-06,0.00000E+00,6.11965E-06,1.64798E-07,0.00000E+00,1.73445E-06,5.40360E-07,0.00000E+00,0.00000E+00,0.00000E+00,3.60961E-07,0.00000E+00,6.14224E-06,9.60615E-06,0.00000E+00
401,0.00000E+00,0.00000E+00,0.00000E+00,2.20965E-09,1.59177E-07,2.72842E-08,1.25885E-08,2.37037E-07,3.37988E-06,0.00000E+00,2.11300E-06,4.88368E-07,0.00000E+00,2.50001E-07,7.78870E-08,0.00000E+00,0.00000E+00,0.00000E+00,5.20286E-08,0.00000E+00,6.59324E-06,7.84586E-06,0.00000E+00
402,0.00000E+00,0.00000E+00,0.00000E+00,9.60792E-09,8.30769E-08,9.88632E-07,0.00000E+00,0.00000E+00,3.13628E-06,9.83914E-08,6.75279E-07,2.54887E-07,0.00000E+00,3.10584E-07,1.69332E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,6.22818E-06,6.24121E-06,0.00000E+00
403,0.00000E+00,0.00000E+00,0.00000E+00,1.60756E-08,1.02521E-08,1.89840E-06,1.02451E-08,0.00000E+00,2.62543E-06,1.64625E-07,2.08332E-08,4.71816E-07,0.00000E+00,5.48725E-07,2.83321E-07,0.00000E+00,3.77008E-08,0.00000E+00,0.00000E+00,0.00000E+00,5.66454E-06,4.51183E-06,0.00000E+00
404,0.00000E+00,0.00000E+00,0.00000E+00,4.85406E-09,6.58463E-08,2.06826E-06,6.58013E-08,0.00000E+00,8.92003E-07,4.97088E-08,1.33806E-07,3.03033E-06,0.00000E+00,3.43595E-07,8.55492E-08,0.00000E+00,2.42141E-07,0.00000E+00,0.00000E+00,0.00000E+00,4.66693E-06,1.36235E-06,0.00000E+00
405,4.74636E-09,0.00000E+00,0.00000E+00,0.00000E+00,6.08653E-08,1.52826E-06,6.08237E-08,0.00000E+00,9.62704E-08,4.86058E-08,1.78669E-07,2.80110E-06,0.00000E+00,1.72562E-07,0.00000E+00,1.82693E-07,2.23824E-07,0.00000E+00,1.11758E-07,0.00000E+00,4.27005E-06,1.33212E-07,0.00000E+00
406,1.34673E-08,0.00000E+00,0.00000E+00,0.00000E+00,7.44810E-09,3.99172E-07,7.44301E-09,0.00000E+00,1.17806E-08,1.37914E-07,1.71152E-07,3.42771E-07,0.00000E+00,2.11164E-08,0.00000E+00,5.18374E-07,2.73893E-08,0.00000E+00,3.17103E-07,0.00000E+00,4.32999E-06,3.77978E-07,0.00000E+00
407,6.99020E-09,0.00000E+00,0.00000E+00,0.00000E+00,2.12019E-08,1.15084E-07,0.00000E+00,1.17026E-06,0.00000E+00,7.15842E-08,9.42662E-07,9.75736E-08,0.00000E+00,0.00000E+00,2.62180E-07,4.12210E-07,0.00000E+00,0.00000E+00,1.64591E-07,1.87498E-07,3.66362E-06,1.96188E-07,2.15783E-07
408,0.00000E+00,0.00000E+00,0.00000E+00,1.68755E-09,4.02482E-08,0.00000E+00,0.00000E+00,2.08878E-06,0.00000E+00,0.00000E+00,1.57711E-06,1.63090E-07,0.00000E+00,0.00000E+00,7.05897E-07,2.39268E-07,3.53783E-08,0.00000E+00,3.57615E-07,3.13394E-07,2.89811E-06,5.68357E-07,6.05456E-07
409,0.00000E+00,0.00000E+00,0.00000E+00,9.92944E-09,3.91148E-08,0.00000E+00,0.00000E+00,1.37786E-06,0.00000E+00,0.00000E+00,1.24461E-06,4.97550E-08,0.00000E+00,0.00000E+00,1.70868E-06,7.29951E-08,2.08164E-07,0.00000E+00,2.10419E-06,9.56094E-08,2.14853E-06,3.34418E-06,1.55033E-06
410,4.34028E-09,0.00000E+00,0.00000E+00,2.19231E-08,5.01193E-08,5.35925E-08,4.94534E-08,1.04175E-06,0.00000E+00,0.00000E+00,2.12979E-06,4.55493E-07,0.00000E+00,7.01516E-08,1.64155E-06,0.00000E+00,1.86631E-07,9.72721E-08,3.62386E-06,0.00000E+00,2.36138E-06,3.12006E-06,2.55045E-06
411,1.18511E-08,0.00000E+00,0.00000E+00,3.64184E-08,7.00283E-08,1.46333E-07,1.35032E-07,1.00035E-06,0.00000E+00,0.00000E+00,3.91434E-06,1.24372E-06,0.00000E+00,1.91548E-07,7.63837E-07,0.00000E+00,1.81386E-08,2.65600E-07,4.92712E-06,0.00000E+00,3.29940E-06,6.24014E-07,3.56358E-06
412,5.62579E-09,0.00000E+00,0.00000E+00,1.68774E-08,1.05209E-06,6.94656E-08,4.71830E-07,4.42564E-07,9.38684E-07,0.00000E+00,2.80472E-06,2.12671E-06,0.00000E+00,9.09292E-08,2.24680E-06,1.25217E-07,0.00000E+00,2.71897E-07,4.54985E-06,0.00000E+00,3.08391E-06,1.57895E-07,4.46335E-06
413,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.57517E-06,0.00000E+00,6.27769E-07,8.20789E-08,2.08099E-06,0.00000E+00,2.11647E-06,2.79557E-06,0.00000E+00,2.38504E-07,3.37702E-06,1.92792E-07,0.00000E+00,2.61252E-07,3.92414E-06,8.26612E-08,3.25838E-06,0.00000E+00,4.88244E-06
414,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,4.79436E-07,0.00000E+00,1.81972E-07,4.24904E-07,3.70996E-06,0.00000E+00,3.58384E-06,2.91254E-06,0.00000E+00,1.23468E-06,2.81468E-06,5.58849E-08,0.00000E+00,2.55301E-07,3.02412E-06,4.27918E-07,5.03361E-06,0.00000E+00,3.97221E-06
415,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,7.81980E-07,8.08136E-08,7.38265E-07,1.46096E-06,3.08038E-06,0.00000E+00,3.07209E-06,2.07117E-06,5.84273E-08,1.76084E-06,3.40396E-06,1.13363E-06,8.23249E-08,1.92387E-06,3.75428E-06,3.68301E-07,6.57604E-06,0.00000E+00,4.04007E-06
416,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.06242E-06,2.18817E-07,1.99898E-06,2.99114E-06,8.69077E-07,0.00000E+00,1.17468E-06,5.52383E-07,1.58202E-07,1.96468E-06,4.80183E-06,3.06951E-06,2.22909E-07,4.77736E-06,5.62811E-06,2.57370E-08,7.97164E-06,0.00000E+00,4.78988E-06
417,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,9.63780E-07,7.36782E-07,9.17696E-07,1.75948E-06,1.08879E-06,0.00000E+00,8.10599E-07,1.49009E-06,7.26277E-08,2.76696E-06,2.58670E-06,3.67046E-06,1.02334E-07,4.95984E-06,5.14957E-06,0.00000E+00,6.19771E-06,0.00000E+00,3.20058E-06
418,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.61829E-08,1.03390E-06,3.99167E-07,7.19696E-07,1.45117E-06,4.04755E-07,8.23440E-07,1.99866E-06,7.21724E-07,3.45965E-06,1.47079E-06,4.11949E-06,3.76637E-07,4.76143E-06,4.65451E-06,0.00000E+00,4.38187E-06,9.58030E-07,2.48490E-06
419,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,7.17950E-09,6.71934E-07,1.85682E-06,7.59776E-07,1.67439E-06,1.88281E-06,1.50131E-06,8.57546E-07,3.35727E-06,3.74514E-06,4.00704E-06,4.45943E-06,1.75201E-06,4.12568E-06,4.60948E-06,0.00000E+00,3.10270E-06,4.45650E-06,4.56000E-06
420,0.00000E+00,3.99861E-09,0.00000E+00,0.00000E+00,1.13979E-08,9.24028E-07,1.58257E-06,1.33795E-06,1.63036E-06,3.23216E-06,1.73723E-06,1.47063E-06,3.82704E-06,4.39042E-06,4.48540E-06,3.30389E-06,1.57492E-06,4.28896E-06,3.22162E-06,1.00797E-07,3.01896E-06,6.16078E-06,5.63062E-06
421,0.00000E+00,1.02951E-08,0.00000E+00,0.00000E+00,2.93457E-08,1.53675E-06,2.85457E-07,2.22514E-06,1.42963E-06,4.47955E-06,1.70685E-06,3.11522E-06,3.00232E-06,5.23973E-06,3.73373E-06,1.28571E-06,4.79640E-07,4.92735E-06,1.06663E-06,2.59518E-07,3.65017E-06,6.76776E-06,6.08623E-06
422,0.00000E+00,4.33135E-09,0.00000E+00,0.00000E+00,1.23463E-08,9.16271E-07,8.58560E-07,1.96984E-06,1.73386E-06,2.85631E-06,2.10717E-06,3.13605E-06,2.66772E-06,3.34610E-06,6.12125E-06,2.83373E-06,2.97778E-06,4.21246E-06,4.69046E-06,1.79027E-06,6.72338E-06,5.17815E-06,8.31718E-06
423,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,5.53611E-09,6.34697E-07,1.32551E-06,1.58917E-06,2.18014E-06,2.10712E-06,2.47900E-06,3.26386E-06,2.22344E-06,3.12994E-06,7.71137E-06,4.41733E-06,4.71485E-06,4.56787E-06,7.55783E-06,2.90805E-06,9.95797E-06,3.83341E-06,9.92755E-06
424,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.33278E-08,1.17429E-06,1.43246E-06,1.00926E-06,2.91222E-06,3.44977E-06,2.76874E-06,3.75580E-06,1.48101E-06,6.76218E-06,7.38300E-06,5.85966E-06,4.58500E-06,7.36635E-06,8.44116E-06,3.06599E-06,1.34805E-05,3.13354E-06,1.01107E-05
425,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.77470E-08,1.55093E-06,1.68668E-06,1.96651E-06,3.88245E-06,3.33177E-06,3.50124E-06,3.93964E-06,1.47844E-06,7.36675E-06,7.95560E-06,7.88784E-06,5.85784E-06,9.37331E-06,9.75058E-06,4.90236E-06,1.45205E-05,4.99284E-06,9.97499E-06
426,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,9.09471E-09,1.83923E-06,2.01714E-06,3.72644E-06,4.98498E-06,2.45922E-06,4.47427E-06,3.97755E-06,1.88174E-06,6.41082E-06,9.00955E-06,1.02140E-05,7.86860E-06,1.09688E-05,1.13058E-05,7.64757E-06,1.42518E-05,8.20557E-06,9.67716E-06
427,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.37121E-06,1.14969E-06,1.89220E-06,3.90052E-06,5.89673E-06,3.26682E-06,5.77388E-06,6.10687E-06,5.12356E-06,8.22572E-06,1.08965E-05,8.47733E-06,8.74895E-06,1.02222E-05,1.45695E-05,1.23817E-05,1.13145E-05,1.09701E-05,1.05136E-05
428,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.38529E-06,1.00575E-06,2.37858E-06,4.54739E-06,6.38550E-06,4.67764E-06,7.14638E-06,7.88344E-06,7.07283E-06,1.01783E-05,1.21617E-05,8.77561E-06,1.02705E-05,1.09461E-05,1.58895E-05,1.66171E-05,1.15783E-05,1.41105E-05,1.28984E-05
429,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.72594E-06,1.87164E-06,3.97540E-06,6.04540E-06,6.08244E-06,7.15429E-06,8.61082E-06,8.95521E-06,6.58082E-06,1.23243E-05,1.22461E-05,1.28150E-05,1.29268E-05,1.43589E-05,1.35948E-05,1.98012E-05,1.77325E-05,1.78452E-05,1.80609E-05
430,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.06275E-06,2.96544E-06,5.04543E-06,6.88629E-06,8.23687E-06,9.00726E-06,1.00511E-05,1.17697E-05,9.05993E-06,1.33458E-05,1.43565E-05,1.54207E-05,1.73239E-05,1.66064E-05,1.76050E-05,1.95310E-05,2.27314E-05,2.34066E-05,2.56313E-05
431,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.40847E-06,4.17350E-06,5.91553E-06,7.44625E-06,1.12883E-05,1.06197E-05,1.15893E-05,1.51551E-05,1.28524E-05,1.40404E-05,1.72373E-05,1.76559E-05,2.23425E-05,1.86853E-05,2.42553E-05,1.83659E-05,2.73578E-05,2.97367E-05,3.41246E-05
432,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.94096E-06,5.62903E-06,7.13232E-06,7.92796E-06,1.17074E-05,1.25466E-05,1.50247E-05,1.54422E-05,1.75657E-05,1.74133E-05,1.85460E-05,2.39884E-05,2.50828E-05,2.65030E-05,3.03337E-05,2.75023E-05,3.37821E-05,3.57261E-05,4.04709E-05
433,0.00000E+00,0.00000E+00,0.00000E+00,1.52452E-08,4.70452E-06,6.30016E-06,8.54570E-06,9.35752E-06,1.29407E-05,1.44913E-05,1.84660E-05,1.79125E-05,2.04998E-05,2.18280E-05,2.20511E-05,2.90475E-05,2.89388E-05,3.38518E-05,3.47006E-05,3.52019E-05,3.87360E-05,4.22583E-05,4.71674E-05
